epoch,accuracy,loss,val_accuracy,val_loss
0,0.27852725982666016,1.4003040790557861,0.27927929162979126,1.201996922492981
1,0.30129286646842957,1.31887686252594,0.46396395564079285,1.142525553703308
2,0.37324339151382446,1.2272955179214478,0.7680180072784424,0.5342227816581726
3,0.5874086618423462,0.9052373170852661,0.8164414167404175,0.5122025012969971
4,0.768690288066864,0.5855928063392639,0.8704954981803894,0.2600037455558777
5,0.8296796083450317,0.42048007249832153,0.9268018007278442,0.2024911344051361
6,0.8791455626487732,0.3105795979499817,0.9436936974525452,0.16188772022724152
7,0.906970202922821,0.2484171837568283,0.9504504799842834,0.1514388769865036
8,0.9356380105018616,0.18726618587970734,0.9279279112815857,0.18954744935035706
9,0.9471613168716431,0.13690845668315887,0.9313063025474548,0.20047111809253693
10,0.9491287469863892,0.13105706870555878,0.9594594836235046,0.15527081489562988
11,0.9592467546463013,0.11662746220827103,0.9673423171043396,0.1543109267950058
12,0.9744238257408142,0.07798046618700027,0.9504504799842834,0.26117008924484253
13,0.9769533276557922,0.07204606384038925,0.9729729890823364,0.14388571679592133
14,0.9786396622657776,0.06559577584266663,0.9538288116455078,0.20778626203536987
15,0.9862282276153564,0.03807169198989868,0.9436936974525452,0.33374136686325073
16,0.985103964805603,0.04766765236854553,0.9673423171043396,0.20071904361248016
17,0.9828555583953857,0.05828818678855896,0.9786036014556885,0.14910000562667847
18,0.9806070923805237,0.05228997766971588,0.9414414167404175,0.2874772250652313
19,0.9859471321105957,0.03981957957148552,0.9583333134651184,0.1657843440771103
20,0.9870713949203491,0.043868254870176315,0.9718468189239502,0.18705403804779053
21,0.9971894025802612,0.00890316441655159,0.9718468189239502,0.21275386214256287
22,0.9870713949203491,0.039515238255262375,0.9504504799842834,0.340894877910614
23,0.9960651993751526,0.014348793774843216,0.9684684872627258,0.20613522827625275
24,0.9988757967948914,0.0046332464553415775,0.9650900959968567,0.31919151544570923
