epoch,accuracy,loss,val_accuracy,val_loss
0,0.31478357315063477,1.3825262784957886,0.8029279112815857,1.2122788429260254
1,0.4168072044849396,1.2858426570892334,0.7680180072784424,1.0958133935928345
2,0.4898819625377655,1.2065010070800781,0.8085585832595825,0.985723614692688
3,0.5643619894981384,1.1154859066009521,0.8141891956329346,0.8634474873542786
4,0.618043839931488,1.0353102684020996,0.8231981992721558,0.761418879032135
5,0.6461495161056519,0.9640217423439026,0.8231981992721558,0.678443193435669
6,0.6790331602096558,0.8971431851387024,0.8243243098258972,0.6080789566040039
7,0.693648099899292,0.8421928882598877,0.832207202911377,0.5566629767417908
8,0.7037661671638489,0.8050963282585144,0.8400900959968567,0.5082100033760071
9,0.7262507081031799,0.7691125869750977,0.8479729890823364,0.47731661796569824
10,0.7386171817779541,0.7354546785354614,0.8547297120094299,0.4416239857673645
11,0.7397414445877075,0.7072685360908508,0.8445945978164673,0.4397129714488983
12,0.749016284942627,0.6890580654144287,0.8434684872627258,0.4263381361961365
13,0.7698144912719727,0.6642420887947083,0.8581081032752991,0.38824960589408875
14,0.7605396509170532,0.6506019830703735,0.8581081032752991,0.3803469240665436
15,0.7655986547470093,0.6334124803543091,0.8445945978164673,0.4078713357448578
16,0.7771219611167908,0.615477442741394,0.8536036014556885,0.37771928310394287
17,0.7785272598266602,0.6087429523468018,0.8569819927215576,0.36699631810188293
18,0.7785272598266602,0.5888886451721191,0.8626126050949097,0.34946373105049133
19,0.7782462239265442,0.5840088725090027,0.8614864945411682,0.342001736164093
20,0.791455864906311,0.5716217756271362,0.8671171069145203,0.3237679600715637
21,0.7956717014312744,0.5565053820610046,0.8682432174682617,0.3220471143722534
22,0.7931421995162964,0.5504578351974487,0.8659909963607788,0.3211878836154938
23,0.7962338328361511,0.544077455997467,0.8659909963607788,0.3213452398777008
24,0.7979201674461365,0.5374060869216919,0.8637387156486511,0.32445812225341797
