epoch,accuracy,loss,val_accuracy,val_loss
0,0.8524451851844788,0.5058009028434753,0.14752252399921417,2.2983920574188232
1,0.9724564552307129,0.09084020555019379,0.14639639854431152,2.0271666049957275
2,0.9865092635154724,0.0424230620265007,0.14414414763450623,2.9412691593170166
3,0.9870713949203491,0.05415044352412224,0.171171173453331,1.922582983970642
4,0.9890387654304504,0.034072767943143845,0.43581080436706543,1.8636717796325684
5,0.9957841634750366,0.014963634312152863,0.9031531810760498,0.3477453589439392
6,0.9940978288650513,0.023007087409496307,0.8581081032752991,0.5094798803329468
7,0.9926925301551819,0.028666850179433823,0.9335585832595825,0.28021252155303955
8,0.9963462352752686,0.011197193525731564,0.9234234094619751,0.3540298044681549
9,0.9969083666801453,0.011236256919801235,0.9504504799842834,0.2842227816581726
10,0.9929735660552979,0.03154236078262329,0.9684684872627258,0.246662437915802
11,0.977515459060669,0.09747836738824844,0.8614864945411682,0.7595604658126831
12,0.9724564552307129,0.11106395721435547,0.9313063025474548,0.38265153765678406
13,0.9943788647651672,0.0213779266923666,0.9560810923576355,0.24167124927043915
14,0.9980326294898987,0.004650015849620104,0.9718468189239502,0.17914560437202454
15,0.9969083666801453,0.008127142675220966,0.9740990996360779,0.14860273897647858
16,0.9983136653900146,0.006744775455445051,0.9752252101898193,0.1103084608912468
17,0.9971894025802612,0.005803320556879044,0.9639639854431152,0.21037012338638306
18,0.9966273307800293,0.013635977171361446,0.962837815284729,0.26633501052856445
19,0.9940978288650513,0.030538642778992653,0.8558558821678162,2.0243256092071533
20,0.9769533276557922,0.08547751605510712,0.9583333134651184,0.4943539798259735
21,0.9842607975006104,0.0711885318160057,0.7770270109176636,1.7777091264724731
22,0.9814502596855164,0.07636521011590958,0.9583333134651184,0.23816841840744019
23,0.9918493628501892,0.045325081795454025,0.9189189076423645,1.3740787506103516
24,0.9926925301551819,0.02668795734643936,0.9583333134651184,0.32046085596084595
25,0.9963462352752686,0.014252240769565105,0.9673423171043396,0.20067912340164185
26,0.9994378685951233,0.0020156593527644873,0.962837815284729,0.2325802892446518
27,0.9980326294898987,0.00837087631225586,0.9358108043670654,0.4103272259235382
28,0.9983136653900146,0.0057701412588357925,0.9673423171043396,0.2137041985988617
29,0.994940996170044,0.04632486030459404,0.2984234094619751,571.84619140625
30,0.9730185270309448,0.1660458892583847,0.9234234094619751,0.5139022469520569
31,0.9884766936302185,0.05493824556469917,0.9425675868988037,0.3166266977787018
32,0.9932546615600586,0.025520477443933487,0.9436936974525452,0.23932284116744995
33,0.9980326294898987,0.0044698771089315414,0.962837815284729,0.17886415123939514
34,0.9991568326950073,0.0025605824775993824,0.9583333134651184,0.2456933856010437
35,0.9994378685951233,0.0017032501054927707,0.9650900959968567,0.17997699975967407
36,0.9991568326950073,0.0019615585915744305,0.9560810923576355,0.24787716567516327
