epoch,accuracy,loss,val_accuracy,val_loss
0,0.28667789697647095,1.3058379888534546,0.44594594836235046,1.1256474256515503
1,0.35188308358192444,1.2650330066680908,0.44369369745254517,1.100399136543274
2,0.4052838683128357,1.2163684368133545,0.38513514399528503,1.07317054271698
3,0.44575604796409607,1.1669259071350098,0.6272522807121277,0.8299146890640259
4,0.5042158365249634,1.0711349248886108,0.6362612843513489,0.8070282936096191
5,0.5637998580932617,0.9975571632385254,0.7545045018196106,0.6442374587059021
6,0.6065205335617065,0.9244299530982971,0.7162162065505981,0.6428318023681641
7,0.6250702738761902,0.881123960018158,0.7511261105537415,0.6087957620620728
8,0.6616076231002808,0.8031386733055115,0.7894144058227539,0.502882719039917
9,0.6616076231002808,0.7781020998954773,0.8063063025474548,0.4517037570476532
10,0.6944912672042847,0.7398472428321838,0.8434684872627258,0.38300377130508423
11,0.6975829005241394,0.7325711846351624,0.7984234094619751,0.4335700273513794
12,0.7155705690383911,0.6857314705848694,0.8389639854431152,0.4051625430583954
13,0.7265317440032959,0.6829485297203064,0.8614864945411682,0.3268356919288635
14,0.7231590747833252,0.6691663265228271,0.8536036014556885,0.3529302477836609
15,0.7391793131828308,0.6564878225326538,0.852477490901947,0.3491499722003937
16,0.7523889541625977,0.6254040002822876,0.8389639854431152,0.38123708963394165
17,0.7481731176376343,0.6174111366271973,0.8637387156486511,0.36245548725128174
18,0.7540753483772278,0.5965860486030579,0.8727477192878723,0.3262470066547394
19,0.7563237547874451,0.6029092073440552,0.8603603839874268,0.38033604621887207
20,0.7518268823623657,0.6113500595092773,0.8468468189239502,0.3689388036727905
21,0.7804946303367615,0.5468451380729675,0.8761261105537415,0.34765997529029846
22,0.7816188931465149,0.53595370054245,0.8536036014556885,0.4091247320175171
23,0.7799325585365295,0.555210292339325,0.8659909963607788,0.3397039771080017
24,0.7897695302963257,0.5294903516769409,0.8952702879905701,0.28488388657569885
25,0.7906126976013184,0.5290251970291138,0.8727477192878723,0.351543664932251
26,0.7872400283813477,0.5373940467834473,0.8716216087341309,0.33720269799232483
27,0.7956717014312744,0.5197163224220276,0.8986486196517944,0.2555510997772217
28,0.7945474982261658,0.5104234218597412,0.8457207083702087,0.47961875796318054
29,0.7937043309211731,0.5100348591804504,0.8434684872627258,0.4106218218803406
30,0.7967959642410278,0.49680301547050476,0.8592342138290405,0.41864606738090515
31,0.8102867007255554,0.49689987301826477,0.8851351141929626,0.3659248948097229
32,0.8083192706108093,0.4871290922164917,0.8840090036392212,0.30009523034095764
33,0.8015739321708679,0.5004940032958984,0.8626126050949097,0.3655174970626831
34,0.8147835731506348,0.4697646498680115,0.8772522807121277,0.387290894985199
35,0.8209668397903442,0.45440882444381714,0.8851351141929626,0.3441650867462158
36,0.8060708045959473,0.49445727467536926,0.8862612843513489,0.3265594244003296
37,0.8296796083450317,0.43993711471557617,0.8783783912658691,0.33980563282966614
38,0.8209668397903442,0.44649118185043335,0.8930180072784424,0.3059645891189575
39,0.8330522775650024,0.42691588401794434,0.8941441178321838,0.32480087876319885
40,0.8164699077606201,0.4528433680534363,0.8941441178321838,0.2964259088039398
41,0.8277121782302856,0.44394388794898987,0.8907657861709595,0.39448001980781555
42,0.8338954448699951,0.43256300687789917,0.8963963985443115,0.2831615209579468
43,0.8353007435798645,0.4195629358291626,0.9054054021835327,0.2738686203956604
44,0.8347386121749878,0.4207267165184021,0.8952702879905701,0.3657771050930023
45,0.8499156832695007,0.4068351089954376,0.897522509098053,0.3361343443393707
46,0.8383923768997192,0.4016648232936859,0.897522509098053,0.3473449945449829
47,0.8431703448295593,0.401922345161438,0.8907657861709595,0.3555256128311157
48,0.8490725159645081,0.3856825530529022,0.8885135054588318,0.41300058364868164
49,0.8389544486999512,0.41122502088546753,0.8997747898101807,0.31969255208969116
50,0.8510398864746094,0.3930627703666687,0.8941441178321838,0.330937922000885
51,0.8386734127998352,0.4069884717464447,0.9042792916297913,0.28707948327064514
52,0.8555368185043335,0.3762340843677521,0.9065315127372742,0.3549036979675293
53,0.8372681140899658,0.41464248299598694,0.9009009003639221,0.3022289574146271
54,0.8527262210845947,0.39062273502349854,0.8907657861709595,0.3514823913574219
55,0.8572231531143188,0.3827905058860779,0.8896396160125732,0.4187779128551483
56,0.8628442883491516,0.35954758524894714,0.9031531810760498,0.3121612071990967
57,0.8614389896392822,0.37456920742988586,0.8873873949050903,0.4386398494243622
